t_us,P_x1x2_00,P_x1x2_01,P_x1x2_10,P_x1x2_11,P_state_1110111,P_state_1101011,P_state_1110101,P_state_1110110
0.41291291291291293,0.9788030671735226,0.020744749223853977,0.0004427988999256643,9.384702698991247e-06,9.055923901327833e-11,4.130897043441499e-09,4.176474283411954e-09,4.176474283411954e-09
0.41541541541541543,0.9786212978006179,0.02091816303765365,0.00045090106457221045,9.63809715551248e-06,9.545950028684089e-11,4.3170589239399805e-09,4.364484211149377e-09,4.364484211149377e-09
0.41791791791791794,0.9784437415183413,0.021087395338423277,0.0004589713765012406,9.891766734057515e-06,1.0086685087531377e-10,4.5064691223321616e-09,4.555294535783884e-09,4.555294535783884e-09
0.42042042042042044,0.9782705415193169,0.021252312879525812,0.0004670002854977029,1.0145315659597738e-05,1.0636824020768846e-10,4.6988617754453646e-09,4.749280796113661e-09,4.749280796113661e-09
0.4229229229229229,0.9781018091776907,0.02141281387798493,0.0004749785832443309,1.0398361078325908e-05,1.1157627438965306e-10,4.893952432768986e-09,4.9469114929771385e-09,4.9469114929771385e-09
0.42542542542542544,0.9779376285817184,0.02156882343719331,0.0004828974472831216,1.0650533805519491e-05,1.1670049840408632e-10,5.091331550680101e-09,5.147612956512255e-09,5.147612956512255e-09
0.42792792792792794,0.9777780640806235,0.021720285957388893,0.0004907484847080129,1.0901477281810895e-05,1.2227362638643394e-10,5.290512027409427e-09,5.35003753934356e-09,5.35003753934356e-09
0.43043043043043044,0.9776231683947119,0.02186715698526262,0.0004985237741784749,1.1150845846082268e-05,1.2837156314088408e-10,5.4910803470183135e-09,5.553450326971813e-09,5.553450326971813e-09
0.43293293293293295,0.9774729886626282,0.022009397128904828,0.0005062159048023928,1.1398303666289717e-05,1.3444771147466453e-10,5.692744916152215e-09,5.758320731145841e-09,5.758320731145841e-09
0.43543543543543545,0.9773275684735782,0.02214696999048413,0.0005138180105142557,1.164352542184856e-05,1.400775386763891e-10,5.895212801395067e-09,5.965223289731721e-09,5.965223289731721e-09
0.43793793793793795,0.9771869452326896,0.022279844768777937,0.0005213237992626475,1.18861992679887e-05,1.4558262605292227e-10,6.098073098078128e-09,6.1735152994435e-09,6.1735152994435e-09
0.44044044044044045,0.9770511437291696,0.022408002661885983,0.0005287275770706895,1.2126031874413877e-05,1.5160123436173094e-10,6.300864596454205e-09,6.381667540865085e-09,6.381667540865085e-09
0.44294294294294295,0.976920168016001,0.022531444961607135,0.0005360242677668582,1.236275462370473e-05,1.5815683712923627e-10,6.503242465002778e-09,6.588881065686176e-09,6.588881065686176e-09
0.44544544544544545,0.9767939942634934,0.022650200177239996,0.0005432094296904214,1.2596129576418356e-05,1.6455862032072964e-10,6.705004413375491e-09,6.795774895063896e-09,6.795774895063896e-09
0.44794794794794796,0.9766725669455806,0.022764327829903692,0.0005502792707667253,1.2825953747101064e-05,1.7034454831882321e-10,6.9059261433240176e-09,7.003124024848016e-09,7.003124024848016e-09
